superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,qualiteSousSol,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées
525,567,0,No alley access,3,Twnhs,TA,No,382.0,0.0,BLQ,Unf,0.0,0.0,TA,143.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdPrv,No Fireplace,0,CBlock,1,Typ,24.52640256,1.0,TA,Unf,TA,Detchd,1972.0,101.45011968,1,GasA,Gd,2Story,2647,1,TA,Lvl,Gtl,156.0771072,Inside,6.4008,Reg,0,160,RM,504.0,BrkFace,No Miscellaneous feature,0,10,BrDale,0.0,5,6,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,6,48.774096,AllPub,32.70187008,1972,1972,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.05290103512409,-93.62881347413267,"42.05290103512409, -93.62881347413267"
1069,0,0,No alley access,2,TwnhsE,TA,No,727.0,156.0,ALQ,BLQ,0.0,1.0,Gd,186.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,No Fence,Po,1,CBlock,2,Typ,40.8773376,2.0,TA,RFn,TA,Attchd,1975.0,99.31334976,0,GasA,Gd,1Story,2648,1,TA,Lvl,Gtl,375.60699072,Inside,16.154400000000003,Reg,0,120,RL,0.0,None,No Miscellaneous feature,0,7,NPkVill,5.1096672000000005,5,6,Y,0,No Pool,CompShg,Gable,Normal,,WD,225,Pave,4,99.31334976,AllPub,0.0,1975,1975,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.02861154422856,-93.64991073180393,"42.02861154422856, -93.64991073180393"
1387,0,0,No alley access,3,1Fam,TA,Mn,373.0,108.0,ALQ,Rec,1.0,0.0,TA,462.0,Y,Norm,Norm,SBrkr,240,TA,TA,MetalSd,MetalSd,No Fence,TA,1,CBlock,1,Typ,27.870912,1.0,TA,RFn,TA,Attchd,1974.0,128.85651648,0,GasA,TA,1Story,2649,1,TA,Lvl,Gtl,698.0734425600001,Inside,19.812,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,9,NAmes,0.0,7,5,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,6,87.60756672000001,AllPub,0.0,1967,1975,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1055,0,0,No alley access,2,Twnhs,TA,No,120.0,492.0,ALQ,BLQ,1.0,0.0,TA,443.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,No Fence,No Fireplace,0,CBlock,2,Typ,29.63606976,1.0,TA,Unf,TA,Attchd,1976.0,98.0127072,0,GasA,TA,1Story,2650,1,TA,Lvl,Gtl,211.8189312,FR2,7.315200000000001,Reg,0,120,RL,0.0,None,No Miscellaneous feature,0,4,NPkVill,2.6941881600000004,7,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,4,98.0127072,AllPub,0.0,1976,1976,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.02861154422856,-93.64991073180393,"42.02861154422856, -93.64991073180393"
855,601,0,No alley access,3,Twnhs,TA,No,70.0,0.0,ALQ,Unf,0.0,0.0,Gd,785.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,No Fence,TA,1,CBlock,2,Typ,42.7353984,2.0,TA,RFn,TA,Attchd,1976.0,135.26682624,1,GasA,Gd,2Story,2651,1,TA,Lvl,Gtl,202.43572416,Inside,7.315200000000001,Reg,0,160,RL,0.0,None,No Miscellaneous feature,0,7,NPkVill,2.60128512,5,6,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,6,79.43209920000001,AllPub,0.0,1976,1976,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.02861154422856,-93.64991073180393,"42.02861154422856, -93.64991073180393"
1738,851,0,No alley access,4,1Fam,Gd,No,1369.0,0.0,GLQ,Unf,1.0,0.0,Ex,369.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,77.20242624000001,3.0,TA,RFn,TA,Attchd,2006.0,240.52597056,1,GasA,Gd,2Story,2652,1,Ex,Lvl,Gtl,1522.40211648,Inside,21.9456,IR1,0,60,RL,215.0,Stone,No Miscellaneous feature,0,8,NridgHt,0.0,5,9,Y,0,No Pool,CompShg,Hip,Partial,,New,0,Pave,11,161.46548352000002,AllPub,0.0,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1618,0,0,No alley access,2,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1618.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,81.75467520000001,3.0,TA,Fin,TA,Attchd,2004.0,150.31711872,0,GasA,Ex,1Story,2653,1,Gd,Lvl,Gtl,1501.59183552,Corner,33.528,Reg,0,20,RL,232.0,BrkFace,No Miscellaneous feature,0,7,NridgHt,0.0,5,8,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,6,150.31711872,AllPub,0.0,2004,2004,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1740,0,0,No alley access,4,1Fam,Gd,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1721.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,81.19725696,3.0,TA,RFn,TA,Attchd,2006.0,161.6512896,0,GasA,Ex,1Story,2654,1,Gd,Lvl,Gtl,1136.01837312,Corner,32.9184,Reg,0,20,RL,206.0,Stone,No Miscellaneous feature,0,9,NridgHt,3.99483072,5,7,Y,0,No Pool,CompShg,Hip,Partial,,New,0,Pave,8,159.88613184000002,AllPub,0.0,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1868,0,0,No alley access,2,1Fam,TA,Gd,1505.0,0.0,GLQ,Unf,1.0,0.0,Ex,363.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,100.7997984,3.0,TA,Fin,TA,Attchd,2005.0,173.54287872,0,GasA,Ex,1Story,2655,1,Ex,HLS,Mod,1373.1069312000002,Corner,36.576,IR1,0,20,RL,568.0,BrkFace,No Miscellaneous feature,0,6,NridgHt,5.20257024,5,9,Y,0,No Pool,CompShg,Hip,Normal,,WD,156,Pave,7,173.54287872,AllPub,32.887676160000005,2005,2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1117,1089,0,No alley access,4,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1090.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,62.2450368,3.0,TA,Fin,TA,BuiltIn,2005.0,204.94410624,1,GasA,Ex,2Story,2656,1,Ex,Lvl,Gtl,1298.319984,Corner,36.576,IR1,0,60,RL,525.0,BrkFace,No Miscellaneous feature,0,8,NridgHt,8.8257888,5,9,Y,0,No Pool,CompShg,Hip,Partial,,New,0,Pave,10,101.2643136,AllPub,13.74964992,2005,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1625,466,0,No alley access,3,1Fam,Gd,Av,1290.0,0.0,GLQ,Unf,1.0,0.0,Ex,316.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,48.40248384,2.0,TA,RFn,TA,Attchd,2005.0,194.26025664,1,GasA,Ex,2Story,2657,1,Ex,Lvl,Gtl,923.64202368,Inside,24.9936,IR1,0,60,RL,385.0,BrkFace,No Miscellaneous feature,0,5,NridgHt,7.803855360000001,5,9,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,8,149.20228224000002,AllPub,18.02318976,2005,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1209,1044,0,No alley access,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1209.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,No Fence,Gd,1,PConc,2,Typ,53.419248,2.0,TA,Fin,TA,Attchd,2005.0,209.31054912,1,GasA,Ex,2Story,2658,1,Ex,Lvl,Gtl,1195.38341568,Corner,31.3944,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,7,NridgHt,13.19223168,5,8,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,8,112.31977536,AllPub,22.57543872,2005,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1054,1335,0,No alley access,4,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1054.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,62.43084288000001,3.0,TA,Fin,TA,BuiltIn,2006.0,221.94536256,1,GasA,Gd,2Story,2659,1,Gd,Lvl,Gtl,991.46124288,Inside,24.9936,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,11,NridgHt,5.94579456,5,8,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,10,97.91980416,AllPub,16.35093504,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1544,814,0,No alley access,4,1Fam,TA,Av,880.0,0.0,GLQ,Unf,1.0,0.0,Ex,644.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,72.83598336,3.0,TA,Fin,TA,BuiltIn,2005.0,219.06536832,1,GasA,Ex,2Story,2660,1,Ex,Lvl,Gtl,1081.6700947200002,Inside,24.9936,IR1,0,60,RL,142.0,BrkFace,No Miscellaneous feature,0,8,NridgHt,3.15870336,5,8,Y,0,No Pool,CompShg,Hip,Partial,,New,0,Pave,10,141.58423296,AllPub,11.1483648,2005,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1792,0,0,No alley access,2,1Fam,TA,Gd,1232.0,0.0,GLQ,Unf,1.0,0.0,Ex,560.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,85.93531200000001,3.0,TA,RFn,TA,Attchd,2005.0,166.48224768,0,GasA,Ex,1Story,2661,1,Gd,Lvl,Gtl,1278.16002432,Inside,36.8808,IR1,0,20,RL,430.0,BrkFace,No Miscellaneous feature,0,3,NridgHt,4.55224896,5,9,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,6,166.48224768,AllPub,18.95222016,2005,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1780,0,0,No alley access,2,1Fam,TA,Gd,1383.0,0.0,GLQ,Unf,1.0,0.0,Ex,397.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,75.80888064,3.0,TA,Fin,TA,Attchd,2004.0,165.36741120000002,0,GasA,Ex,1Story,2662,1,Ex,Lvl,Gtl,1377.56627712,Corner,39.9288,IR1,0,20,RL,674.0,BrkFace,No Miscellaneous feature,0,8,NridgHt,6.31740672,5,9,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,7,165.36741120000002,AllPub,13.378037760000002,2004,2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1426,488,0,No alley access,3,1Fam,TA,No,994.0,0.0,GLQ,Unf,1.0,0.0,Gd,426.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,69.30566784,3.0,TA,RFn,TA,BuiltIn,2004.0,177.81641856000002,1,GasA,Ex,2Story,2663,1,Gd,Lvl,Gtl,1227.7136736,Corner,21.03812727272728,IR1,0,60,RL,112.0,BrkFace,No Miscellaneous feature,0,2,NridgHt,11.79868608,5,8,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,9,131.9223168,AllPub,15.607710720000002,2004,2004,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1565,0,0,No alley access,2,TwnhsE,TA,No,472.0,0.0,GLQ,Unf,1.0,0.0,Ex,1088.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,51.65409024,2.0,TA,RFn,TA,Attchd,2005.0,145.3932576,0,GasA,Ex,1Story,2664,1,Ex,Lvl,Gtl,549.1498694400001,Inside,14.630400000000002,Reg,0,120,RL,278.0,BrkFace,No Miscellaneous feature,0,3,NridgHt,5.20257024,5,9,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,6,144.9287424,AllPub,18.20899584,2005,2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1686,0,0,No alley access,1,TwnhsE,Gd,No,1023.0,0.0,GLQ,Unf,1.0,0.0,Ex,663.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,83.51983296,3.0,TA,Fin,TA,Attchd,2006.0,156.63452544,0,GasA,Ex,1Story,2665,1,Ex,Lvl,Gtl,719.0695296,Inside,18.5928,Reg,0,20,RL,518.0,BrkFace,No Miscellaneous feature,0,6,NridgHt,9.290304,5,9,Y,0,No Pool,CompShg,Hip,Partial,,New,0,Pave,6,156.63452544,AllPub,24.71220864,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1666,0,0,No alley access,2,TwnhsE,Gd,No,415.0,0.0,GLQ,Unf,1.0,0.0,Ex,1251.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,53.419248,2.0,TA,RFn,TA,Attchd,2006.0,154.77646464,0,GasA,Ex,1Story,2666,1,Gd,Lvl,Gtl,592.07107392,Inside,14.630400000000002,Reg,0,120,RL,572.0,BrkFace,No Miscellaneous feature,0,6,NridgHt,6.967728,5,9,Y,0,No Pool,CompShg,Hip,Partial,,New,0,Pave,6,154.77646464,AllPub,21.18189312,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
728,728,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,728.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,36.2321856,2.0,TA,Fin,TA,Attchd,2005.0,135.26682624,1,GasA,Ex,2Story,2667,1,Gd,Lvl,Gtl,951.04842048,Inside,19.812,Reg,0,60,RL,0.0,None,No Miscellaneous feature,0,2,Gilbert,2.2296729600000003,5,6,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,8,67.63341312,AllPub,0.0,2005,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
738,754,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,738.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,40.8773376,2.0,TA,Fin,TA,Attchd,2006.0,138.61133568,1,GasA,Ex,2Story,2668,1,Gd,Lvl,Gtl,951.04842048,Inside,19.812,Reg,0,60,RL,0.0,None,No Miscellaneous feature,0,9,Gilbert,2.97289728,5,7,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,8,68.56244352,AllPub,0.0,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1326,0,0,No alley access,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1326.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,39.66959808,2.0,TA,Fin,TA,Attchd,2006.0,123.18943104,0,GasA,Ex,1Story,2669,1,Gd,Lvl,Gtl,1083.2494464,Inside,31.0896,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,7,Gilbert,0.0,5,6,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,6,123.18943104,AllPub,9.290304,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1052,1321,0,No alley access,4,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1052.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,58.714721280000006,3.0,TA,Fin,TA,BuiltIn,2004.0,220.45891392,1,GasA,Ex,2Story,2670,1,Gd,Lvl,Gtl,1080.55525824,Corner,29.260800000000003,IR1,0,60,RL,236.0,BrkFace,No Miscellaneous feature,0,6,Gilbert,4.273539840000001,5,8,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,9,97.73399808,AllPub,11.1483648,2004,2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
738,754,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,738.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,40.8773376,2.0,TA,Fin,TA,Attchd,2006.0,138.61133568,1,GasA,Ex,2Story,2671,1,Gd,Lvl,Gtl,842.90928192,Inside,22.86,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,10,Gilbert,2.97289728,5,7,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,8,68.56244352,AllPub,9.290304,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1364,0,0,No alley access,2,TwnhsE,TA,Av,453.0,0.0,GLQ,Unf,1.0,0.0,Gd,767.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,40.59862848,2.0,TA,Fin,TA,Attchd,2006.0,126.71974656,0,GasA,Ex,1Story,2672,1,Gd,Lvl,Gtl,286.79168448,Inside,13.1064,Reg,0,120,RL,14.0,BrkFace,No Miscellaneous feature,0,11,Blmngtn,1.48644864,5,7,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,6,113.3417088,AllPub,9.290304,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.05650619723149,-93.6351934876271,"42.05650619723149, -93.6351934876271"
1511,0,0,No alley access,2,TwnhsE,TA,Av,1038.0,0.0,GLQ,Unf,1.0,0.0,Gd,330.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,36.97540992,2.0,TA,Fin,TA,Attchd,2002.0,140.37649344000002,0,GasA,Ex,1Story,2673,1,Gd,Lvl,Gtl,272.94913152000004,Inside,21.03812727272728,Reg,0,120,RL,40.0,BrkFace,No Miscellaneous feature,0,5,Blmngtn,2.7870912000000003,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,5,127.09135872,AllPub,12.077395200000002,2002,2002,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.05650619723149,-93.6351934876271,"42.05650619723149, -93.6351934876271"
1548,0,0,No alley access,2,TwnhsE,TA,No,1059.0,0.0,GLQ,Unf,1.0,0.0,Gd,306.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,36.04637952,2.0,TA,Fin,TA,Attchd,2004.0,143.81390592,0,GasA,Ex,1Story,2674,1,Gd,Lvl,Gtl,285.39813888000003,Inside,21.03812727272728,Reg,0,120,RM,18.0,BrkFace,No Miscellaneous feature,0,9,Blmngtn,1.8580608,5,7,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,7,126.8126496,AllPub,13.28513472,2004,2004,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.05650619723149,-93.6351934876271,"42.05650619723149, -93.6351934876271"
1142,0,0,No alley access,2,TwnhsE,TA,Gd,16.0,0.0,GLQ,Unf,0.0,0.0,Gd,1126.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,40.8773376,2.0,TA,Fin,TA,Attchd,2005.0,106.09527168,0,GasA,Ex,1Story,2675,1,Gd,Lvl,Gtl,279.63815040000003,Inside,13.1064,Reg,0,120,RL,14.0,BrkFace,No Miscellaneous feature,0,6,Blmngtn,0.0,5,7,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,6,106.09527168,AllPub,8.3612736,2005,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.05650619723149,-93.6351934876271,"42.05650619723149, -93.6351934876271"
848,750,0,No alley access,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,848.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,40.22701632,2.0,TA,Fin,TA,Attchd,2004.0,148.45905792000002,1,GasA,Ex,2Story,2676,1,Gd,Lvl,Gtl,852.0137798400001,Inside,17.9832,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,7,Gilbert,4.4593459200000005,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,78.78177792000001,AllPub,9.290304,2004,2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1008,881,0,No alley access,3,1Fam,TA,No,732.0,0.0,ALQ,Unf,0.0,0.0,Gd,250.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,40.041210240000005,2.0,TA,Fin,TA,Attchd,2000.0,175.49384256000002,1,GasA,Ex,2Story,2677,1,TA,Lvl,Gtl,804.35452032,Inside,21.03812727272728,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,4,Gilbert,0.0,5,6,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,9,91.23078528,AllPub,0.0,2000,2000,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1082,1240,0,No alley access,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1035.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,3,Typ,57.32117568,3.0,TA,RFn,TA,Attchd,2006.0,215.72085888,1,GasA,Gd,2Story,2678,1,Gd,Lvl,Gtl,1124.49839616,FR3,21.03812727272728,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,8,Gilbert,4.1806368,5,7,Y,0,No Pool,CompShg,Gable,Partial,,New,0,Pave,8,96.1546464,AllPub,37.161216,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
